"cruiseID","station","time","lat","lon","temp","sal","depth","ODO_molL","ODO_perc","turb","chla","sigma0"
"V2108","TA7","NaN",NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
"V2108","TA7","02-Aug-2021 22:33:43",77.94948,-78.29783,-0.594839913504464,24.87087059021,0.75,385.333384922573,98.616452898298,2.695556640625,0.240879603794643,19.952222624047
"V2108","TA7","02-Aug-2021 22:33:45",77.94948,-78.29783,-0.316330973307292,26.6940218607585,1.25,387.109385172526,101.093284606934,3.00485026041667,0.31875,21.4189198418254
"V2108","TA7","02-Aug-2021 22:35:10",77.94948,-78.29783,-0.0990073464133523,28.0532337535511,1.75,388.74404629794,103.081597068093,2.98057972301136,0.39996337890625,22.5093363548335
"V2108","TA7","02-Aug-2021 22:36:47",77.94948,-78.29783,-0.0252249581473214,28.6663706643241,2.25,393.424800327846,104.971367972238,2.83189174107143,0.479378836495536,23.0012713573875
"V2108","TA7","02-Aug-2021 22:36:58",77.94948,-78.29783,0.0512886047363281,28.9857928752899,2.75,392.481624603271,105.165749549866,2.681640625,0.518013000488281,23.2560393256945
"V2108","TA7","02-Aug-2021 22:36:59",77.94948,-78.29783,0.0232177734375,29.3117176055908,3.25,393.077069091797,105.48429107666,2.638330078125,0.53985595703125,23.5197885261787
"V2108","TA7","02-Aug-2021 22:37:00",77.94948,-78.29783,-0.0830522017045455,29.6319411884655,3.75,393.615278764205,105.56396484375,2.50532670454545,0.601545854048295,23.7819126840249
"V2108","TA7","02-Aug-2021 22:37:01",77.94948,-78.29783,-0.092333984375,29.8925533294678,4.25,395.060473632812,106.116906738281,2.3544921875,0.56839599609375,23.9924416274328
"V2108","TA7","02-Aug-2021 22:37:01",77.94948,-78.29783,-0.205085754394531,30.1852502822876,4.75,394.46688079834,105.854033470154,2.19256591796875,0.586219787597656,24.2327490719586
"V2108","TA7","02-Aug-2021 22:37:02",77.94948,-78.29783,-0.225677490234375,30.3935321807861,5.25,394.774182128906,106.031326293945,1.8197265625,0.59019775390625,24.40158441263
"V2108","TA7","02-Aug-2021 22:37:03",77.94948,-78.29783,-0.208151681082589,30.5534218379429,5.75,395.667096819196,106.438834054129,1.71160016741071,0.604439871651786,24.5299551861301
"V2108","TA7","02-Aug-2021 22:37:04",77.94948,-78.29783,-0.206904093424479,30.6452509562174,6.25,396.632985432943,106.770177205404,1.65083821614583,0.582244873046875,24.6040127763508
"V2108","TA7","02-Aug-2021 22:37:04",77.94948,-78.29783,-0.221152169363839,30.709958757673,6.75,397.406110491071,106.985679626465,1.79506138392857,0.539132254464286,24.6567787595709
"V2108","TA7","02-Aug-2021 22:37:05",77.94948,-78.29783,-0.2509765625,30.8286437988281,7.25,398.005294799805,107.150035858154,1.80135091145833,0.519632975260417,24.75370594836
